pais,iso3c,fecha_resultado,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-03-17,LIMA,LIMA,SURQUILLO,1,14
Peru,PER,2020-03-17,LIMA,LIMA,VILLA EL SALVADOR,1,15
Peru,PER,2020-03-17,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-03-17,LORETO,MAYNAS,PUNCHANA,8,9
Peru,PER,2020-03-17,SAN MARTIN,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-18,ANCASH,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-18,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-03-18,CUSCO,CUSCO,SANTIAGO,2,3
Peru,PER,2020-03-18,LIMA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-18,LIMA,LIMA,BARRANCO,1,1
Peru,PER,2020-03-18,LIMA,LIMA,CHORRILLOS,1,2
Peru,PER,2020-03-18,LIMA,LIMA,CIENEGUILLA,1,3
Peru,PER,2020-03-18,LIMA,LIMA,COMAS,1,4
Peru,PER,2020-03-18,LIMA,LIMA,EL AGUSTINO,2,6
Peru,PER,2020-03-18,LIMA,LIMA,JESUS MARIA,11,17
Peru,PER,2020-03-18,LIMA,LIMA,LA MOLINA,1,18
Peru,PER,2020-03-18,LIMA,LIMA,LIMA,1,19
Peru,PER,2020-03-18,LIMA,LIMA,MIRAFLORES,10,29
Peru,PER,2020-03-18,LIMA,LIMA,PUEBLO LIBRE,1,30
Peru,PER,2020-03-18,LIMA,LIMA,PUENTE PIEDRA,1,31
Peru,PER,2020-03-18,LIMA,LIMA,RIMAC,1,32
Peru,PER,2020-03-18,LIMA,LIMA,SAN BORJA,2,34
Peru,PER,2020-03-18,LIMA,LIMA,SAN ISIDRO,3,37
Peru,PER,2020-03-18,LIMA,LIMA,SAN JUAN DE LURIGANCHO,3,40
Peru,PER,2020-03-18,LIMA,LIMA,SAN LUIS,1,41
Peru,PER,2020-03-18,LIMA,LIMA,SAN MARTIN DE PORRES,1,42
Peru,PER,2020-03-18,LIMA,LIMA,SANTA ANITA,3,45
Peru,PER,2020-03-18,LIMA,LIMA,SANTIAGO DE SURCO,2,47
Peru,PER,2020-03-18,LIMA,LIMA,VILLA EL SALVADOR,3,50
Peru,PER,2020-03-18,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,51
Peru,PER,2020-03-18,LORETO,MAYNAS,PUNCHANA,1,1
Peru,PER,2020-03-18,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1,1
Peru,PER,2020-03-19,ANCASH,SANTA,SANTA,2,2
Peru,PER,2020-03-19,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,1,1
Peru,PER,2020-03-19,JUNIN,HUANCAYO,EL TAMBO,3,3
Peru,PER,2020-03-19,LIMA,LIMA,BARRANCO,1,1
Peru,PER,2020-03-19,LIMA,LIMA,CHORRILLOS,1,2
Peru,PER,2020-03-19,LIMA,LIMA,JESUS MARIA,11,13
Peru,PER,2020-03-19,LIMA,LIMA,LA MOLINA,1,14
Peru,PER,2020-03-19,LIMA,LIMA,LIMA,4,18
Peru,PER,2020-03-19,LIMA,LIMA,LOS OLIVOS,3,21
Peru,PER,2020-03-19,LIMA,LIMA,MIRAFLORES,9,30
Peru,PER,2020-03-19,LIMA,LIMA,PUEBLO LIBRE,1,31
Peru,PER,2020-03-19,LIMA,LIMA,SAN BORJA,3,34
Peru,PER,2020-03-19,LIMA,LIMA,SAN ISIDRO,10,44
Peru,PER,2020-03-19,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,45
Peru,PER,2020-03-19,LIMA,LIMA,SAN MARTIN DE PORRES,3,48
Peru,PER,2020-03-19,LIMA,LIMA,SAN MIGUEL,3,51
Peru,PER,2020-03-19,LIMA,LIMA,SANTIAGO DE SURCO,1,52
Peru,PER,2020-03-19,LIMA,LIMA,SURQUILLO,1,53
Peru,PER,2020-03-19,LIMA REGION,EN INVESTIGACIÓN,EN INVESTIGACIÓN,3,3
Peru,PER,2020-03-19,LORETO,MAYNAS,PUNCHANA,1,1
Peru,PER,2020-03-20,AREQUIPA,AREQUIPA,YANAHUARA,1,1
Peru,PER,2020-03-20,JUNIN,HUANCAYO,CHILCA,1,1
Peru,PER,2020-03-20,JUNIN,HUANCAYO,EL TAMBO,5,6
Peru,PER,2020-03-20,JUNIN,HUANCAYO,HUANCAYO,1,7
Peru,PER,2020-03-20,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1,1
Peru,PER,2020-03-20,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,2
Peru,PER,2020-03-20,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-03-20,LAMBAYEQUE,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-20,LIMA,LIMA,ATE,3,3
Peru,PER,2020-03-20,LIMA,LIMA,BARRANCO,1,4
Peru,PER,2020-03-20,LIMA,LIMA,BREÑA,2,6
Peru,PER,2020-03-20,LIMA,LIMA,COMAS,1,7
Peru,PER,2020-03-20,LIMA,LIMA,JESUS MARIA,2,9
Peru,PER,2020-03-20,LIMA,LIMA,LA VICTORIA,1,10
Peru,PER,2020-03-20,LIMA,LIMA,LIMA,3,13
Peru,PER,2020-03-20,LIMA,LIMA,LINCE,2,15
Peru,PER,2020-03-20,LIMA,LIMA,MAGDALENA DEL MAR,1,16
Peru,PER,2020-03-20,LIMA,LIMA,MIRAFLORES,1,17
Peru,PER,2020-03-20,LIMA,LIMA,SAN BORJA,2,19
Peru,PER,2020-03-20,LIMA,LIMA,SAN ISIDRO,4,23
Peru,PER,2020-03-20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,24
Peru,PER,2020-03-20,LIMA,LIMA,SAN MARTIN DE PORRES,2,26
Peru,PER,2020-03-20,LIMA,LIMA,SANTIAGO DE SURCO,1,27
Peru,PER,2020-03-20,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-03-20,LORETO,MAYNAS,PUNCHANA,1,2
Peru,PER,2020-03-20,PIURA,PIURA,CASTILLA,3,3
Peru,PER,2020-03-20,PIURA,PIURA,LAS LOMAS,5,8
Peru,PER,2020-03-20,PIURA,PIURA,PIURA,3,11
Peru,PER,2020-03-20,PIURA,PIURA,VEINTISEIS DE OCTUBRE,4,15
Peru,PER,2020-03-20,PIURA,SULLANA,MARCAVELICA,1,1
Peru,PER,2020-03-21,LIMA,LIMA,EL AGUSTINO,2,2
Peru,PER,2020-03-21,LIMA,LIMA,JESUS MARIA,8,10
Peru,PER,2020-03-21,LIMA,LIMA,LA MOLINA,3,13
Peru,PER,2020-03-21,LIMA,LIMA,LA VICTORIA,2,15
Peru,PER,2020-03-21,LIMA,LIMA,LIMA,2,17
Peru,PER,2020-03-21,LIMA,LIMA,MIRAFLORES,2,19
Peru,PER,2020-03-21,LIMA,LIMA,PUEBLO LIBRE,1,20
Peru,PER,2020-03-21,LIMA,LIMA,SAN BORJA,1,21
Peru,PER,2020-03-21,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,22
Peru,PER,2020-03-21,LIMA,LIMA,SAN MARTIN DE PORRES,1,23
Peru,PER,2020-03-21,LIMA,LIMA,SANTA ANITA,1,24
Peru,PER,2020-03-21,LIMA,LIMA,SANTIAGO DE SURCO,2,26
Peru,PER,2020-03-21,LIMA,LIMA,SURQUILLO,1,27
Peru,PER,2020-03-21,LIMA,LIMA,VILLA EL SALVADOR,1,28
Peru,PER,2020-03-21,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-03-21,LORETO,MAYNAS,PUNCHANA,1,2
Peru,PER,2020-03-21,PIURA,PIURA,LAS LOMAS,1,1
Peru,PER,2020-03-22,AREQUIPA,AREQUIPA,CAYMA,1,1
Peru,PER,2020-03-22,AREQUIPA,AREQUIPA,CERRO COLORADO,1,2
Peru,PER,2020-03-22,AREQUIPA,AREQUIPA,MARIANO MELGAR,1,3
Peru,PER,2020-03-22,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-03-22,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-03-22,CUSCO,CUSCO,SANTIAGO,1,2
Peru,PER,2020-03-22,ICA,ICA,ICA,1,1
Peru,PER,2020-03-22,LIMA,LIMA,BARRANCO,5,5
Peru,PER,2020-03-22,LIMA,LIMA,CHORRILLOS,2,7
Peru,PER,2020-03-22,LIMA,LIMA,COMAS,1,8
Peru,PER,2020-03-22,LIMA,LIMA,EL AGUSTINO,1,9
Peru,PER,2020-03-22,LIMA,LIMA,JESUS MARIA,3,12
Peru,PER,2020-03-22,LIMA,LIMA,LA VICTORIA,2,14
Peru,PER,2020-03-22,LIMA,LIMA,LIMA,1,15
Peru,PER,2020-03-22,LIMA,LIMA,MIRAFLORES,5,20
Peru,PER,2020-03-22,LIMA,LIMA,PUEBLO LIBRE,1,21
Peru,PER,2020-03-22,LIMA,LIMA,SAN BORJA,3,24
Peru,PER,2020-03-22,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,25
Peru,PER,2020-03-22,LIMA,LIMA,SAN MARTIN DE PORRES,2,27
Peru,PER,2020-03-22,LIMA,LIMA,SANTIAGO DE SURCO,5,32
Peru,PER,2020-03-23,AREQUIPA,AREQUIPA,CERRO COLORADO,1,1
Peru,PER,2020-03-23,AREQUIPA,AREQUIPA,JACOBO HUNTER,1,2
Peru,PER,2020-03-23,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-03-23,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-03-23,LIMA,LIMA,BARRANCO,2,2
Peru,PER,2020-03-23,LIMA,LIMA,COMAS,1,3
Peru,PER,2020-03-23,LIMA,LIMA,EL AGUSTINO,1,4
Peru,PER,2020-03-23,LIMA,LIMA,JESUS MARIA,6,10
Peru,PER,2020-03-23,LIMA,LIMA,LA VICTORIA,1,11
Peru,PER,2020-03-23,LIMA,LIMA,LOS OLIVOS,1,12
Peru,PER,2020-03-23,LIMA,LIMA,MIRAFLORES,2,14
Peru,PER,2020-03-23,LIMA,LIMA,PUEBLO LIBRE,1,15
Peru,PER,2020-03-23,LIMA,LIMA,SAN BORJA,5,20
Peru,PER,2020-03-23,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,21
Peru,PER,2020-03-23,LIMA,LIMA,SAN MARTIN DE PORRES,1,22
Peru,PER,2020-03-23,LIMA,LIMA,SANTA ANITA,1,23
Peru,PER,2020-03-23,LIMA,LIMA,SANTIAGO DE SURCO,2,25
Peru,PER,2020-03-23,LIMA,LIMA,VILLA EL SALVADOR,1,26
Peru,PER,2020-03-23,TUMBES,TUMBES,TUMBES,3,3
Peru,PER,2020-03-24,ANCASH,SANTA,NUEVO CHIMBOTE,1,1
Peru,PER,2020-03-24,AREQUIPA,AREQUIPA,YANAHUARA,1,1
Peru,PER,2020-03-24,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,1
Peru,PER,2020-03-24,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,2,2
Peru,PER,2020-03-24,CUSCO,CUSCO,CUSCO,2,2
Peru,PER,2020-03-24,CUSCO,CUSCO,WANCHAQ,2,4
Peru,PER,2020-03-24,JUNIN,HUANCAYO,HUANCAYO,1,1
Peru,PER,2020-03-24,LA LIBERTAD,TRUJILLO,LAREDO,1,1
Peru,PER,2020-03-24,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,2
Peru,PER,2020-03-24,LAMBAYEQUE,CHICLAYO,PIMENTEL,1,3
Peru,PER,2020-03-24,LAMBAYEQUE,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-24,LIMA,LIMA,BARRANCO,3,3
Peru,PER,2020-03-24,LIMA,LIMA,BREÑA,1,4
Peru,PER,2020-03-24,LIMA,LIMA,COMAS,2,6
Peru,PER,2020-03-24,LIMA,LIMA,EL AGUSTINO,1,7
Peru,PER,2020-03-24,LIMA,LIMA,JESUS MARIA,10,17
Peru,PER,2020-03-24,LIMA,LIMA,LIMA,5,22
Peru,PER,2020-03-24,LIMA,LIMA,MAGDALENA DEL MAR,1,23
Peru,PER,2020-03-24,LIMA,LIMA,MIRAFLORES,8,31
Peru,PER,2020-03-24,LIMA,LIMA,PUEBLO LIBRE,1,32
Peru,PER,2020-03-24,LIMA,LIMA,PUENTE PIEDRA,1,33
Peru,PER,2020-03-24,LIMA,LIMA,RIMAC,2,35
Peru,PER,2020-03-24,LIMA,LIMA,SAN BORJA,1,36
Peru,PER,2020-03-24,LIMA,LIMA,SAN ISIDRO,1,37
Peru,PER,2020-03-24,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,38
Peru,PER,2020-03-24,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2,40
Peru,PER,2020-03-24,LIMA,LIMA,SAN MARTIN DE PORRES,1,41
Peru,PER,2020-03-24,LIMA,LIMA,SANTIAGO DE SURCO,4,45
Peru,PER,2020-03-24,LIMA,LIMA,SURQUILLO,2,47
Peru,PER,2020-03-24,LORETO,MAYNAS,IQUITOS,2,2
Peru,PER,2020-03-25,ANCASH,SANTA,SANTA,1,1
Peru,PER,2020-03-25,AREQUIPA,AREQUIPA,CAYMA,1,1
Peru,PER,2020-03-25,AREQUIPA,AREQUIPA,CERRO COLORADO,1,2
Peru,PER,2020-03-25,AREQUIPA,AREQUIPA,SOCABAYA,1,3
Peru,PER,2020-03-25,AREQUIPA,AREQUIPA,YANAHUARA,2,5
Peru,PER,2020-03-25,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-03-25,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-03-25,LA LIBERTAD,TRUJILLO,EL PORVENIR,1,1
Peru,PER,2020-03-25,LA LIBERTAD,TRUJILLO,TRUJILLO,2,3
Peru,PER,2020-03-25,LIMA,LIMA,ATE,6,6
Peru,PER,2020-03-25,LIMA,LIMA,BARRANCO,1,7
Peru,PER,2020-03-25,LIMA,LIMA,COMAS,1,8
Peru,PER,2020-03-25,LIMA,LIMA,EL AGUSTINO,1,9
Peru,PER,2020-03-25,LIMA,LIMA,INDEPENDENCIA,2,11
Peru,PER,2020-03-25,LIMA,LIMA,JESUS MARIA,15,26
Peru,PER,2020-03-25,LIMA,LIMA,LA MOLINA,1,27
Peru,PER,2020-03-25,LIMA,LIMA,LA VICTORIA,5,32
Peru,PER,2020-03-25,LIMA,LIMA,LIMA,12,44
Peru,PER,2020-03-25,LIMA,LIMA,LOS OLIVOS,1,45
Peru,PER,2020-03-25,LIMA,LIMA,MAGDALENA DEL MAR,1,46
Peru,PER,2020-03-25,LIMA,LIMA,MIRAFLORES,6,52
Peru,PER,2020-03-25,LIMA,LIMA,PUEBLO LIBRE,1,53
Peru,PER,2020-03-25,LIMA,LIMA,SAN BARTOLO,1,54
Peru,PER,2020-03-25,LIMA,LIMA,SAN BORJA,12,66
Peru,PER,2020-03-25,LIMA,LIMA,SAN ISIDRO,3,69
Peru,PER,2020-03-25,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,70
Peru,PER,2020-03-25,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,71
Peru,PER,2020-03-25,LIMA,LIMA,SAN LUIS,1,72
Peru,PER,2020-03-25,LIMA,LIMA,SAN MARTIN DE PORRES,2,74
Peru,PER,2020-03-25,LIMA,LIMA,SAN MIGUEL,3,77
Peru,PER,2020-03-25,LIMA,LIMA,SANTA ANITA,1,78
Peru,PER,2020-03-25,LIMA,LIMA,SANTIAGO DE SURCO,6,84
Peru,PER,2020-03-25,LIMA,LIMA,VILLA EL SALVADOR,2,86
Peru,PER,2020-03-25,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,87
Peru,PER,2020-03-25,LIMA REGION,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-25,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-03-26,HUANUCO,HUANUCO,AMARILIS,1,1
Peru,PER,2020-03-26,HUANUCO,HUANUCO,HUANUCO,1,2
Peru,PER,2020-03-26,JUNIN,HUANCAYO,HUANCAYO,1,1
Peru,PER,2020-03-26,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-03-26,LIMA,LIMA,ATE,1,1
Peru,PER,2020-03-26,LIMA,LIMA,CHORRILLOS,1,2
Peru,PER,2020-03-26,LIMA,LIMA,COMAS,3,5
Peru,PER,2020-03-26,LIMA,LIMA,EL AGUSTINO,1,6
Peru,PER,2020-03-26,LIMA,LIMA,JESUS MARIA,13,19
Peru,PER,2020-03-26,LIMA,LIMA,LA MOLINA,2,21
Peru,PER,2020-03-26,LIMA,LIMA,LA VICTORIA,1,22
Peru,PER,2020-03-26,LIMA,LIMA,LIMA,3,25
Peru,PER,2020-03-26,LIMA,LIMA,LOS OLIVOS,1,26
Peru,PER,2020-03-26,LIMA,LIMA,MIRAFLORES,4,30
Peru,PER,2020-03-26,LIMA,LIMA,SAN BORJA,1,31
Peru,PER,2020-03-26,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,32
Peru,PER,2020-03-26,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,33
Peru,PER,2020-03-26,LIMA,LIMA,SAN MARTIN DE PORRES,5,38
Peru,PER,2020-03-26,LIMA,LIMA,SAN MIGUEL,2,40
Peru,PER,2020-03-26,LIMA,LIMA,SANTIAGO DE SURCO,1,41
Peru,PER,2020-03-26,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,42
Peru,PER,2020-03-26,LORETO,MAYNAS,BELEN,1,1
Peru,PER,2020-03-26,LORETO,MAYNAS,IQUITOS,2,3
Peru,PER,2020-03-26,LORETO,MAYNAS,PUNCHANA,2,5
Peru,PER,2020-03-26,PASCO,PASCO,CHAUPIMARCA,1,1
Peru,PER,2020-03-26,TUMBES,ZARUMILLA,AGUAS VERDES,2,2
Peru,PER,2020-03-27,CUSCO,CUSCO,SANTIAGO,1,1
Peru,PER,2020-03-27,ICA,ICA,ICA,1,1
Peru,PER,2020-03-27,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-03-27,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1,1
Peru,PER,2020-03-27,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,2
Peru,PER,2020-03-27,LIMA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-03-27,LIMA,LIMA,ATE,1,1
Peru,PER,2020-03-27,LIMA,LIMA,EL AGUSTINO,1,2
Peru,PER,2020-03-27,LIMA,LIMA,INDEPENDENCIA,1,3
Peru,PER,2020-03-27,LIMA,LIMA,JESUS MARIA,10,13
Peru,PER,2020-03-27,LIMA,LIMA,LA MOLINA,1,14
Peru,PER,2020-03-27,LIMA,LIMA,LIMA,4,18
Peru,PER,2020-03-27,LIMA,LIMA,SAN BORJA,1,19
Peru,PER,2020-03-27,LIMA,LIMA,SAN JUAN DE LURIGANCHO,3,22
Peru,PER,2020-03-27,LIMA,LIMA,SAN MARTIN DE PORRES,1,23
Peru,PER,2020-03-27,LIMA,LIMA,VILLA EL SALVADOR,1,24
Peru,PER,2020-03-27,LORETO,MAYNAS,IQUITOS,2,2
Peru,PER,2020-03-27,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,3
Peru,PER,2020-03-27,SAN MARTIN,MARISCAL CACERES,JUANJUI,1,1
Peru,PER,2020-03-27,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-03-28,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,1,1
Peru,PER,2020-03-28,CALLAO,CALLAO,BELLAVISTA,1,1
Peru,PER,2020-03-28,CALLAO,CALLAO,CALLAO,2,3
Peru,PER,2020-03-28,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,1,4
Peru,PER,2020-03-28,CALLAO,CALLAO,LA PERLA,1,5
Peru,PER,2020-03-28,CUSCO,CUSCO,CUSCO,4,4
Peru,PER,2020-03-28,CUSCO,CUSCO,WANCHAQ,1,5
Peru,PER,2020-03-28,CUSCO,LA CONVENCION,SANTA ANA,1,1
Peru,PER,2020-03-28,JUNIN,HUANCAYO,EL TAMBO,1,1
Peru,PER,2020-03-28,LA LIBERTAD,TRUJILLO,LA ESPERANZA,2,2
Peru,PER,2020-03-28,LAMBAYEQUE,CHICLAYO,CHICLAYO,4,4
Peru,PER,2020-03-28,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,3,3
Peru,PER,2020-03-28,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,1
Peru,PER,2020-03-28,LIMA,LIMA,ATE,3,3
Peru,PER,2020-03-28,LIMA,LIMA,BARRANCO,2,5
